City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,nyandoma,61.669,40.1991,17.37,80,25,1.8,RU,1691705813
271,azul,-36.777,-59.8585,13.86,98,100,3.82,AR,1691705800
272,weno,7.4515,151.8468,27.47,75,62,2.23,FM,1691705813
273,dmitrovsk-orlovskiy,52.505,35.1464,17.22,76,100,4.04,RU,1691705813
274,puerto armuelles,8.2833,-82.8667,27.99,91,73,1.34,PA,1691705813
275,tura,25.5198,90.2201,23.77,98,100,2.1,IN,1691705814
276,jardim,-21.4803,-56.1381,29.26,28,0,1.93,BR,1691705814
277,flying fish cove,-10.4217,105.6791,23.82,88,100,4.12,CX,1691705809
278,smara,26.7384,-11.6719,37.75,9,1,3.52,EH,1691705814
279,chonchi,-42.6128,-73.8092,6.73,85,98,3.54,CL,1691705814
280,kristiansund,63.1115,7.732,11.36,87,100,1.03,NO,1691705814
281,remire-montjoly,4.9167,-52.2667,29.02,79,45,1.54,GF,1691705814
282,tidjikja,18.5564,-11.4271,36.3,20,8,4.87,MR,1691705814
283,yantzaza,-3.8278,-78.7594,28.12,57,59,1.1,EC,1691705814
284,timimoun,29.2639,0.231,36.21,11,0,7.72,DZ,1691705814
285,beyneu,45.3167,55.2,28.5,29,41,3.78,KZ,1691705814
286,yen bai,21.7,104.8667,24.84,96,81,0.25,VN,1691705815
287,fayetteville,35.0527,-78.8784,32.55,63,40,4.63,US,1691705641
288,athi river,-1.4507,36.9824,17.71,72,75,3.6,KE,1691705815
289,hafar al-batin,28.4328,45.9708,40.32,20,40,7.2,SA,1691705815
290,antonio enes,-16.2325,39.9086,20.55,87,30,3.49,MZ,1691705815
291,olyokminsk,60.3736,120.4264,19.93,77,99,1.52,RU,1691705815
292,colonia menno,-22.3667,-59.8167,33.4,23,0,4.29,PY,1691705815
293,yaren,-0.5472,166.916,28.02,71,5,1.12,NR,1691705815
294,kavieng,-2.5744,150.7967,26.33,83,99,6.98,PG,1691705815
295,ponta delgada,37.7333,-25.6667,23.4,83,40,3.6,PT,1691705815
296,la'ie,21.6477,-157.9253,30.98,64,46,7.79,US,1691705816
297,asau,46.4333,26.4,14.6,67,94,2.41,RO,1691705816
298,izamal,20.9333,-89.0167,38.38,32,56,3.32,MX,1691705593
299,annaka,36.3167,138.9,27.61,88,50,0.82,JP,1691705816
300,pryvillya,49.015,38.3046,24.33,61,94,5.95,UA,1691705816
301,kentville,45.0835,-64.4988,25.01,66,63,2.57,CA,1691705816
302,wisconsin rapids,44.3836,-89.8174,26.96,41,0,5.14,US,1691705816
303,kidal,18.4411,1.4078,29.82,45,55,4.73,ML,1691705816
304,barra de santo antonio,-9.4047,-35.5072,23.6,85,7,3.64,BR,1691705816
305,gisborne,-38.6533,178.0042,8.43,71,88,6.94,NZ,1691705815
306,doka,13.5167,35.7667,23.5,90,100,1.49,SD,1691705816
307,concordia,-31.393,-58.0209,19.88,84,100,1.55,AR,1691705816
308,queenstown,-31.8976,26.8753,12.06,50,0,2.7,ZA,1691705817
309,shimoda,34.6667,138.95,27.84,83,14,5.36,JP,1691705817
310,kudat,6.8837,116.8477,25.16,94,20,0.0,MY,1691705817
311,lucas valley-marinwood,38.0401,-122.5755,28.43,69,0,4.63,US,1691705817
312,san patricio,28.017,-97.5169,38.43,48,0,8.79,US,1691705817
313,filiatra,37.15,21.5833,25.39,71,0,5.08,GR,1691705817
314,nguigmi,14.2495,13.1092,27.4,69,91,3.16,NE,1691705817
315,al bardiyah,31.7561,25.0865,25.48,72,0,5.09,LY,1691705817
316,kingston,17.997,-76.7936,29.56,99,93,1.14,JM,1691705660
317,veraval,20.9,70.3667,26.84,83,100,5.88,IN,1691705817
318,cill airne,52.05,-9.5167,13.75,98,26,2.39,IE,1691705818
319,shasta lake,40.6804,-122.3708,36.2,22,0,0.45,US,1691705818
320,fortaleza,-3.7227,-38.5247,27.07,78,40,6.69,BR,1691705818
321,ocean city,39.2776,-74.5746,24.45,90,100,2.68,US,1691705818
322,las vegas,36.175,-115.1372,35.62,34,0,10.73,US,1691705700
323,howard springs,-12.497,131.047,21.95,68,90,2.84,AU,1691705818
324,tual,-5.6667,132.75,25.6,80,64,9.03,ID,1691705818
325,ca mau,9.1769,105.15,26.16,85,8,2.63,VN,1691705818
326,valle hermoso,25.6667,-97.8333,35.92,47,0,9.77,MX,1691705818
327,waimea,20.0231,-155.6717,26.67,86,41,2.24,US,1691705818
328,san jose del guaviare,2.5729,-72.6459,24.54,93,100,1.36,CO,1691705818
329,sur,22.5667,59.5289,30.06,63,100,3.23,OM,1691705818
330,kargil,34.5667,76.1,15.39,59,21,2.87,IN,1691705819
331,'alaqahdari dishu,30.4374,63.313,29.47,21,0,5.69,AF,1691705819
332,pitimbu,-7.4706,-34.8086,24.33,81,16,5.43,BR,1691705819
333,acarau,-2.8856,-40.12,25.52,82,27,7.1,BR,1691705819
334,mount gambier,-37.8333,140.7667,9.18,92,100,2.68,AU,1691705819
335,kaa-khem,51.6833,94.7333,14.84,71,12,2.78,RU,1691705819
336,lompoc,34.6391,-120.4579,27.23,77,100,2.06,US,1691705782
337,murun-kuren,49.6342,100.1625,11.59,86,5,0.34,MN,1691705819
338,itamaraca,-7.7478,-34.8256,26.03,82,14,4.74,BR,1691705820
339,taksimo,56.3444,114.8794,15.79,98,100,1.04,RU,1691705820
340,leua,48.2156,18.6071,16.39,72,2,2.11,SK,1691705820
341,san jose del cabo,23.0589,-109.6977,32.0,68,40,6.17,MX,1691705820
342,hammerfest,70.6634,23.6821,22.25,64,40,4.63,NO,1691705797
343,newman,37.3138,-121.0208,34.57,16,20,5.17,US,1691705820
344,horki,54.2861,30.9842,15.26,62,100,2.5,BY,1691705820
345,kapchorwa,1.3965,34.4509,13.27,88,77,1.82,UG,1691705820
346,keetmanshoop,-26.5833,18.1333,16.84,23,63,6.56,NA,1691705820
347,lerwick,60.1545,-1.1494,14.0,90,7,3.67,GB,1691705821
348,baikonur,45.6167,63.3167,25.86,40,0,5.51,KZ,1691705821
349,lashio,22.9333,97.75,20.58,100,100,0.66,MM,1691705821
350,lincheng,19.9078,109.6858,27.41,76,74,4.87,CN,1691705821
351,essaouira,31.5125,-9.77,34.72,66,20,3.6,MA,1691705821
352,salem,11.65,78.1667,24.1,89,100,0.48,IN,1691705821
353,houma,29.5958,-90.7195,35.57,59,40,4.12,US,1691705615
354,kirklareli,41.7351,27.2252,17.58,83,51,5.62,TR,1691705821
355,amahai,-3.3333,128.9167,23.9,87,89,2.07,ID,1691705821
356,aykhal,66.0,111.5,15.9,87,100,1.59,RU,1691705822
357,ayame,5.6083,-3.1563,22.52,92,95,1.27,CI,1691705822
358,pacific grove,36.6177,-121.9166,24.66,76,0,6.17,US,1691705822
359,zhangjiakou,40.81,114.8794,22.46,95,98,1.08,CN,1691705822
360,romanovo,52.6182,81.2271,16.47,96,100,2.32,RU,1691705822
361,nong kung si,16.65,103.3,28.66,84,93,3.35,TH,1691705822
362,wadesboro,34.9682,-80.0767,31.23,48,0,0.0,US,1691705822
363,buala,-8.145,159.5921,25.73,87,100,7.64,SB,1691705823
364,lamar,33.6668,-95.5836,41.66,47,0,0.0,US,1691705824
365,saint-joseph,-21.3667,55.6167,19.21,80,6,1.63,RE,1691705824
366,ouesso,1.6136,16.0517,23.08,89,60,1.05,CG,1691705824
367,sieradz,51.5958,18.7302,10.25,52,98,1.58,PL,1691705824
368,ormara,25.2088,64.6357,27.02,83,100,5.5,PK,1691705824
369,zhalantun,48.0,122.7167,17.67,90,100,2.45,CN,1691705824
370,isangel,-19.55,169.2667,22.06,49,40,2.57,VU,1691705824
371,richards bay,-28.783,32.0377,15.64,83,0,3.13,ZA,1691705741
372,mil'kovo,55.6078,37.7956,19.22,75,72,2.5,RU,1691705825
373,nar'yan-mar,67.6713,53.087,10.45,81,16,2.21,RU,1691705826
374,bubaque,11.2833,-15.8333,27.07,82,100,6.26,GW,1691705826
375,geneseo,42.7959,-77.8169,21.67,78,56,5.52,US,1691705826
376,oltinko'l,40.8011,72.1634,26.44,32,6,2.37,UZ,1691705826
377,quelimane,-17.8786,36.8883,18.97,88,40,2.06,MZ,1691705827
378,hithadhoo,-0.6,73.0833,27.49,78,94,5.37,MV,1691705827
379,ikom,5.9667,8.7063,22.73,99,100,1.04,NG,1691705827
380,lazaro cardenas,17.9583,-102.2,31.28,63,63,4.17,MX,1691705827
381,maych'ew,12.7875,39.5422,16.47,55,82,0.15,ET,1691705827
382,colares,38.7992,-9.4469,22.82,76,0,7.6,PT,1691705827
383,igarka,67.4667,86.5833,10.51,95,100,6.11,RU,1691705827
384,axim,4.8699,-2.2405,23.85,87,64,2.66,GH,1691705827
385,marsh harbour,26.5412,-77.0636,29.84,68,36,1.38,BS,1691705828
386,vila velha,-20.3297,-40.2925,22.97,78,100,2.57,BR,1691705751
387,zhanaozen,43.3,52.8,28.37,30,21,5.07,KZ,1691705828
388,pout,14.7739,-17.0603,27.42,78,20,3.09,SN,1691705828
389,los llanos de aridane,28.6585,-17.9182,22.86,78,0,8.75,ES,1691705828
390,sault ste. marie,46.5168,-84.3333,19.31,72,40,7.72,CA,1691705642
391,kuala tungkal,-0.8167,103.4667,23.67,84,11,3.05,ID,1691705829
392,khandud,36.9513,72.318,16.33,45,0,2.54,AF,1691705829
393,kerikeri,-35.2268,173.9474,11.06,89,26,0.89,NZ,1691705830
394,tolanaro,-25.0319,46.9987,17.36,73,67,3.98,MG,1691705830
395,darhan,49.4867,105.9228,14.58,86,12,0.96,MN,1691705830
396,victoria de durango,24.0333,-104.6667,26.71,45,100,4.63,MX,1691705679
397,porto murtinho,-21.6989,-57.8825,34.43,22,0,3.66,BR,1691705830
398,eyl,7.9803,49.8164,24.66,81,80,10.16,SO,1691705830
399,uliastay,47.7417,96.8444,11.62,74,0,2.19,MN,1691705830
400,flin flon,54.7682,-101.865,16.91,59,100,3.6,CA,1691705830
401,nuevitas,21.5453,-77.2644,30.23,68,7,5.14,CU,1691705830
402,gaspe,48.8334,-64.4819,16.12,82,75,1.54,CA,1691705831
403,buka,40.8108,69.1986,23.53,32,0,1.56,UZ,1691705831
404,amnat charoen,15.9167,104.75,24.9,85,99,4.41,TH,1691705831
405,nam som,17.7704,102.1895,23.66,91,100,1.3,TH,1691705831
406,arish,31.1316,33.7984,26.28,74,6,3.11,EG,1691705831
407,jalingo,8.8833,11.3667,22.99,93,100,1.04,NG,1691705831
408,zmeinogorsk,51.1567,82.195,15.32,93,99,2.3,RU,1691705831
409,harper,4.375,-7.7169,24.28,82,100,4.14,LR,1691705831
410,nadym,65.5333,72.5167,5.16,86,0,9.28,RU,1691705831
411,tazacorte,28.629,-17.9293,24.54,78,0,8.75,ES,1691705832
412,tselinnoye,53.0833,85.6667,16.46,86,100,2.16,RU,1691705832
413,la libertad,-2.2333,-80.9,26.81,78,20,5.14,EC,1691705832
414,jiangzi,28.95,89.6333,9.45,67,92,2.26,CN,1691705832
415,abaza,52.655,90.0928,15.49,66,98,1.63,RU,1691705832
416,gizo,-8.103,156.8419,25.67,86,100,10.36,SB,1691705832
417,rauma,61.1272,21.5113,13.02,88,100,6.42,FI,1691705832
418,krasnyy kut,50.95,46.9667,23.67,37,99,2.1,RU,1691705832
419,chengde,40.9725,117.9361,22.16,65,97,1.51,CN,1691705694
420,susuman,62.7833,148.1667,14.96,50,6,0.83,RU,1691705833
421,nadi,-17.8,177.4167,21.0,88,100,2.57,FJ,1691705833
422,ellsworth,44.5434,-68.4195,24.2,74,0,4.63,US,1691705833
423,orsta,62.2029,6.1272,12.9,93,75,0.51,NO,1691705833
424,salalah,17.0151,54.0924,26.05,100,100,3.09,OM,1691705833
425,fortuna,40.5982,-124.1573,22.74,76,40,5.14,US,1691705792
426,badger,64.8,-147.5333,21.74,79,100,0.0,US,1691705833
427,tobruk,32.0836,23.9764,25.69,66,0,5.69,LY,1691705833
428,curup,-3.4667,102.5333,18.75,98,21,0.66,ID,1691705833
429,thomson,33.4707,-82.5046,31.36,55,40,4.63,US,1691705766
430,hwange,-18.3693,26.5019,16.11,48,3,2.17,ZW,1691705834
431,chui,-33.6971,-53.4616,16.61,90,100,2.74,UY,1691705834
432,port lincoln,-34.7333,135.8667,9.22,80,24,2.68,AU,1691705834
433,yelizovo,53.1873,158.3805,14.08,71,0,3.13,RU,1691705834
434,rabak,13.1809,32.74,26.65,69,78,3.08,SD,1691705834
435,egilsstadir,65.2653,-14.3948,7.95,87,75,3.09,IS,1691705834
436,damasak,13.0977,12.4952,26.72,63,71,3.4,NG,1691705834
437,grootfontein,-19.5667,18.1167,15.55,31,65,2.88,NA,1691705834
438,seme,15.1942,-12.9448,31.92,53,91,6.98,SN,1691705835
439,mayo-belwa,9.05,12.05,22.82,91,100,0.86,NG,1691705835
440,altai,46.3722,96.2583,12.67,62,0,1.02,MN,1691705835
441,pokhara,28.2333,83.9833,22.12,91,96,1.52,NP,1691705747
442,tshabong,-26.05,22.45,11.68,37,0,3.21,BW,1691705835
443,goz beida,13.95,20.55,26.37,69,10,2.69,TD,1691705835
444,pong nam ron,12.9058,102.2623,23.01,98,34,2.01,TH,1691705835
445,emerald,-23.5333,148.1667,16.14,73,0,2.04,AU,1691705835
446,broken hill,-31.95,141.4333,9.51,65,0,2.93,AU,1691705835
447,brisas de zicatela,15.8369,-97.0419,32.29,55,0,4.12,MX,1691705790
448,znamenskoye,57.1281,73.8282,12.08,88,100,3.9,RU,1691705835
449,grand forks,47.9417,-97.4337,20.85,62,100,3.6,US,1691705724
450,kenai,60.5544,-151.2583,16.75,90,100,3.6,US,1691705835
451,la sarre,48.8002,-79.1996,20.16,60,50,3.05,CA,1691705836
452,mili,6.0815,171.735,28.47,75,38,5.4,MH,1691705836
453,balykshi,47.0667,51.8667,23.0,40,0,3.0,KZ,1691705836
454,poronaysk,49.2167,143.1167,12.36,97,100,1.72,RU,1691705836
455,galle,6.0367,80.217,26.11,86,86,3.39,LK,1691705553
456,iquique,-20.2208,-70.1431,18.02,82,32,4.26,CL,1691705836
457,natal,-5.795,-35.2094,24.36,94,20,4.63,BR,1691705836
458,kailua-kona,19.6406,-155.9956,28.49,74,75,2.57,US,1691705836
459,ar ruways,24.1103,52.7306,35.03,46,4,5.05,AE,1691705836
460,linden,6.0,-58.3,27.98,67,35,2.93,GY,1691705836
461,cam ranh,11.9214,109.1591,27.98,83,20,1.54,VN,1691705836
462,chernyshevskiy,63.0128,112.4714,16.05,80,100,1.82,RU,1691705837
463,todos santos,23.45,-110.2167,28.14,81,17,3.4,MX,1691705837
464,lazarevskoye,43.9061,39.3331,26.15,90,26,1.26,RU,1691705837
465,broome,42.2506,-75.833,22.61,91,100,3.09,US,1691705837
466,kuqa,41.7278,82.9364,29.1,26,99,0.85,CN,1691705837
467,hilton head island,32.2163,-80.7526,34.03,64,8,0.89,US,1691705547
468,sao felix do xingu,-6.6447,-51.995,28.38,47,48,0.58,BR,1691705837
469,contamana,-7.3333,-75.0167,34.79,37,61,2.73,PE,1691705837
470,lhokseumawe,5.1801,97.1507,24.49,91,93,2.12,ID,1691705837
471,hobyo,5.3505,48.5268,24.43,86,91,12.0,SO,1691705807
472,grand falls-windsor,48.9332,-55.6649,15.28,95,100,1.24,CA,1691705837
473,samitah,16.596,42.9444,32.44,61,63,1.77,SA,1691705838
474,mount isa,-20.7333,139.5,10.87,82,5,1.03,AU,1691705838
475,yarkovo,57.4028,67.0786,12.89,74,93,3.66,RU,1691705838
476,daru,-9.0763,143.2092,23.73,75,98,7.24,PG,1691705838
477,bartica,6.4,-58.6167,29.18,75,57,2.76,GY,1691705838
478,santa barbara,34.7333,-120.0343,23.46,66,75,5.66,US,1691705838
479,meleuz,52.9667,55.9167,16.16,60,0,2.45,RU,1691705822
480,mbuji-mayi,-6.15,23.6,28.81,27,86,1.96,CD,1691705838
481,nesebar,42.7833,27.7333,17.49,86,100,5.02,BG,1691705838
482,bac lieu,9.285,105.7244,26.24,88,39,4.37,VN,1691705838
483,pangoa,-12.1167,-73.0,28.89,53,21,1.01,PE,1691705838
484,dwarka,22.2394,68.9678,27.15,82,99,7.88,IN,1691705839
485,vilyuysk,63.7553,121.6247,15.79,70,10,3.14,RU,1691705839
486,kavaratti,10.5669,72.642,27.82,77,94,7.79,IN,1691705839
487,man,7.4125,-7.5538,21.35,100,100,0.92,CI,1691705839
488,chegdomyn,51.1167,133.0167,17.61,69,29,1.16,RU,1691705839
489,jaguariaiva,-24.2511,-49.7058,18.15,67,45,1.14,BR,1691705769
490,ghormach,35.7306,63.7826,26.87,27,0,2.75,AF,1691705839
491,tremonton,41.7119,-112.1655,32.78,22,0,4.47,US,1691705715
492,kodinsk,58.6881,99.1844,13.15,88,13,0.88,RU,1691705839
493,tosontsengel,48.7567,98.2839,9.85,87,28,0.28,MN,1691705839
494,carutapera,-1.195,-46.02,25.88,83,60,4.27,BR,1691705839
495,nhamunda,-2.1861,-56.7131,31.0,46,89,2.03,BR,1691705840
496,tatarsk,55.219,75.9828,11.32,85,73,4.32,RU,1691705840
497,tralee,52.2704,-9.7026,14.18,96,22,2.53,IE,1691705840
498,suva,-18.1416,178.4415,21.71,88,75,2.06,FJ,1691705840
499,bamboo flat,11.7,92.7167,28.05,83,75,1.54,IN,1691705840
500,marquette,46.5333,-87.6335,20.14,66,64,2.24,US,1691705840
501,kirensk,57.7853,108.1119,17.01,97,100,3.54,RU,1691705840
502,pachino,36.7186,15.0907,24.18,63,0,1.06,IT,1691705840
503,businga,3.3333,20.8833,21.84,96,95,0.99,CD,1691705840
504,val-d'or,48.1002,-77.7828,16.05,88,75,2.06,CA,1691705841
505,manta,-0.95,-80.7333,29.88,78,20,7.6,EC,1691705647
506,bagontapay,6.8589,124.9089,23.85,95,90,0.19,PH,1691705841
507,hays,30.0502,-98.0336,41.8,33,0,1.79,US,1691705841
508,shadrinsk,56.0852,63.6335,14.15,67,87,4.13,RU,1691705841
509,qamdo,31.1667,97.2333,7.86,89,100,0.27,CN,1691705841
510,kadnikov,59.5022,40.338,19.17,87,100,1.46,RU,1691705841
511,keflavik,64.0049,-22.5624,13.95,82,40,2.57,IS,1691705841
512,togur,58.3631,82.8265,10.82,93,95,2.29,RU,1691705841
513,ivdel',60.6911,60.4206,10.21,88,4,1.77,RU,1691705841
514,kayangel,8.0823,134.7173,27.83,82,96,8.89,PW,1691705841
515,suances,43.4334,-4.0434,22.21,85,0,1.03,ES,1691705842
516,ambato boeny,-16.4667,46.7167,20.32,84,44,1.88,MG,1691705842
517,big bend,-26.8167,31.9333,14.29,91,12,0.5,SZ,1691705842
518,kulhudhuffushi,6.6221,73.07,27.84,77,87,7.25,MV,1691705842
519,akrehamn,59.2667,5.1833,11.67,87,40,1.54,NO,1691705842
520,krasnoyarskaya,47.6501,42.0443,28.91,39,93,6.75,RU,1691705842
521,bikenibeu village,1.3673,173.1241,30.98,74,40,2.06,KI,1691705842
522,rabigh,22.7986,39.0349,31.75,55,2,3.24,SA,1691705842
523,ulladulla,-35.35,150.4667,9.25,60,0,1.93,AU,1691705842
524,bonthe,7.5264,-12.505,25.0,84,100,4.5,SL,1691705842
525,monrovia,6.3005,-10.7969,25.11,82,100,4.94,LR,1691705843
526,nevada,39.2502,-116.7512,26.89,13,2,5.89,US,1691705843
527,rio gallegos,-51.6226,-69.2181,2.03,100,75,5.66,AR,1691705843
528,lotoshino,56.2267,35.6414,14.28,62,92,1.51,RU,1691705843
529,bodden town,19.2833,-81.25,32.21,77,20,2.57,KY,1691705843
530,maceio,-9.6658,-35.7353,23.69,88,75,2.57,BR,1691705729
531,shingu,33.7333,135.9833,26.22,91,38,3.62,JP,1691705843
532,san luis,-33.295,-66.3356,15.31,41,5,5.98,AR,1691705811
533,glace bay,46.1969,-59.957,19.49,81,75,8.75,CA,1691705816
534,puerto rico,-26.796,-55.024,23.76,72,16,2.79,AR,1691705843
535,talcahuano,-36.7167,-73.1167,11.82,82,75,4.63,CL,1691705843
536,azangaro,-14.9167,-70.2167,14.27,13,0,4.81,PE,1691705844
537,slave lake,55.2834,-114.769,15.99,88,100,6.69,CA,1691705844
538,taro,-8.3862,115.28,19.0,85,69,1.5,ID,1691705844
539,merced,37.1666,-120.7516,34.57,25,42,4.51,US,1691705730
540,riyadh,24.6877,46.7219,33.08,13,8,2.77,SA,1691705702
541,singkawang,0.9,109.0,24.66,94,99,2.15,ID,1691705844
542,lewistown,40.5992,-77.5714,26.41,73,75,0.0,US,1691705763
543,sanctuary point,-35.1114,150.629,12.64,65,0,2.12,AU,1691705844
544,cannonvale,-20.2833,148.7,18.66,71,2,4.36,AU,1691705844
545,antsiranana,-12.2787,49.2917,21.76,79,0,4.88,MG,1691705844
546,fukuecho,32.6881,128.8419,26.9,85,8,4.02,JP,1691705844
